"FINAL_ID","PHYLUM","CLASS","ORDER","FAMILY","SUBFAMILY","GENUS","SPECIES","GENUS_SPECIES","FEEDINGHAB","TOLERANCE","NBI_P_TOLERANCE","NBI_N_TOLERANCE","TOLNAME","CLASSIFIER","PREVNAMES","COMMONNAME","REFERENCE"
"UNDETERMINED_PTERONARCIDAE","ARTHROPODA","INSECTA","PLECOPTERA","PTERONARCIDAE","PTERONARCIDAE","PTERONARCIDAE","PTERONARCIDAE","UNDETERMINED PTERONARCIDAE","SHR",0,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","83,114"
"UNDETERMINED_PLECOPTERA","ARTHROPODA","INSECTA","PLECOPTERA","PLECOPTERA","PLECOPTERA","PLECOPTERA","UNDETERMINED_PLECOPTERA","UNDETERMINED PLECOPTERA",NA,2,NA,NA,"INTOLERANT","PLECOPTERA",NA,"STONEFLY","83"
"HALIPLUS_SP.","ARTHROPODA","INSECTA","COLEOPTERA","HALIPLIDAE","HALIPLIDAE","HALIPLUS","HALIPLUS","HALIPLUS SP.","SHR",5,NA,NA,"FACULTATIVE","COLEOPTERA",NA,"BEETLE","83,123"
"PELTODYTES_SP.","ARTHROPODA","INSECTA","COLEOPTERA","HALIPLIDAE","HALIPLIDAE","PELTODYTES","PELTODYTES","PELTODYTES SP.","SHR",5,NA,NA,"FACULTATIVE","COLEOPTERA",NA,"BEETLE","83,123"
"UNDETERMINED_HALIPLIDAE","ARTHROPODA","INSECTA","COLEOPTERA","HALIPLIDAE","HALIPLIDAE","HALIPLIDAE","UNDETERMINED_HALIPLIDAE","UNDETERMINED HALIPLIDAE","SHR",5,NA,NA,"FACULTATIVE","COLEOPTERA",NA,"BEETLE","83,123"
"AGABETES_SP.","ARTHROPODA","INSECTA","COLEOPTERA","DYTISCIDAE","DYTISCIDAE","AGABETES","AGABETES","AGABETES SP.","PRD",5,NA,NA,"FACULTATIVE","COLEOPTERA",NA,"BEETLE","83,123"
"AGABUS_SP.","ARTHROPODA","INSECTA","COLEOPTERA","DYTISCIDAE","DYTISCIDAE","AGABUS","AGABUS","AGABUS SP.","PRD",5,NA,NA,"FACULTATIVE","COLEOPTERA",NA,"BEETLE","83,123"
"CELINA_SP.","ARTHROPODA","INSECTA","COLEOPTERA","DYTISCIDAE","DYTISCIDAE","CELINA","CELINA","CELINA SP.","PRD",5,NA,NA,"FACULTATIVE","COLEOPTERA",NA,"BEETLE","83,123"
"PRISTINA_SYNCLITES","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","PRISTINA","PRISTINA","PRISTINA SYNCLITES","C-G",8,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"PRISTINA_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","PRISTINA","PRISTINA","PRISTINA SP.","C-G",8,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"PRISTINELLA_JENKINAE","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","PRISTINELLA","PRISTINELLA","PRISTINELLA JENKINAE","C-G",8,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"STENONEMA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","STENONEMA","STENONEMA","STENONEMA SP.","SCR",3,5,5,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","9"
"UNDETERMINED_HEPTAGENIIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","HEPTAGENIIDAE","UNDETERMINED_HEPTAGENIIDAE","UNDETERMINED HEPTAGENIIDAE","SCR",3,5,2,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","83"
"CHOROTERPES_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","CHOROTERPES","CHOROTERPES","CHOROTERPES SP.","C-G",2,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","83"
"HABROPHLEBIA_VIBRANS","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","HABROPHLEBIA","HABROPHLEBIA_VIBRANS","HABROPHLEBIA VIBRANS","C-G",4,NA,NA,"INTOLERANT","EPHEMEROPTERA","HABROPHLEBIA SP.","MAYFLY","83,34"
"HABROPHLEBIA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","HABROPHLEBIA","HABROPHLEBIA","HABROPHLEBIA SP.","C-G",4,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","83"
"HABROPHLEBIODES_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","HABROPHLEBIODES","HABROPHLEBIODES","HABROPHLEBIODES SP.","SCR",6,NA,NA,"FACULTATIVE","EPHEMEROPTERA",NA,"MAYFLY","83"
"LEPTOPHLEBIA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","LEPTOPHLEBIA","LEPTOPHLEBIA","LEPTOPHLEBIA SP.","C-G",4,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","83"
"PARALEPTOPHLEBIA_ADOPTIVA","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","PARALEPTOPHLEBIA","PARALEPTOPHLEBIA_ADOPTIVA","PARALEPTOPHLEBIA ADOPTIVA","C-G",1,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","24"
"PARALEPTOPHLEBIA_DEBILIS","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","PARALEPTOPHLEBIA","PARALEPTOPHLEBIA_DEBILIS","PARALEPTOPHLEBIA DEBILIS","C-G",1,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","24"
"PARALEPTOPHLEBIA_GUTTATA","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","PARALEPTOPHLEBIA","PARALEPTOPHLEBIA_GUTTATA","PARALEPTOPHLEBIA GUTTATA","C-G",1,NA,NA,"INTOLERANT","EPHEMEROPTERA","PARALEPTOPHLEBIA SP.","MAYFLY","24"
"PARALEPTOPHLEBIA_MOERENS","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","PARALEPTOPHLEBIA","PARALEPTOPHLEBIA_MOERENS","PARALEPTOPHLEBIA MOERENS","C-G",1,NA,NA,"INTOLERANT","EPHEMEROPTERA","PARALEPTOPHLEBIA SP.","MAYFLY","24"
"PARALEPTOPHLEBIA_MOLLIS","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","PARALEPTOPHLEBIA","PARALEPTOPHLEBIA_MOLLIS","PARALEPTOPHLEBIA MOLLIS","C-G",1,2,1,"INTOLERANT","EPHEMEROPTERA","PARALEPTOPHLEBIA SP.","MAYFLY","24"
"PARALEPTOPHLEBIA_VOLITANS","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","PARALEPTOPHLEBIA","PARALEPTOPHLEBIA_VOLITANS","PARALEPTOPHLEBIA VOLITANS","C-G",1,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","24"
"PARALEPTOPHLEBIA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","PARALEPTOPHLEBIA","PARALEPTOPHLEBIA","PARALEPTOPHLEBIA SP.","C-G",1,2,3,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","83"
"UNDETERMINED_LEPTOPHLEBIIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","UNDETERMINED_LEPTOPHLEBIIDAE","UNDETERMINED LEPTOPHLEBIIDAE","C-G",4,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","83"
"SIPHLOPLECTON_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","METRETOPODIDAE","METRETOPODIDAE","SIPHLOPLECTON","SIPHLOPLECTON","SIPHLOPLECTON SP.","C-G",2,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","4,2"
"UNDETERMINED_METRETOPODIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","METRETOPODIDAE","METRETOPODIDAE","METRETOPODIDAE","UNDETERMINED_METRETOPODIDAE","UNDETERMINED METRETOPODIDAE","C-G",2,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","4,2"
"ATTENELLA_ATTENUATA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","ATTENELLA","ATTENELLA_ATTENUATA","ATTENELLA ATTENUATA","C-G",1,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","2"
"CHAETOGASTER_DIAPHANUS","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","CHAETOGASTER","CHAETOGASTER_DIAPHANUS","CHAETOGASTER DIAPHANUS","PRD",7,NA,NA,"FACULTATIVE","OLIGOCHAETA","CHAETOGASTER CRISTALLINUS","WORM","18,83"
"CHAETOGASTER_DIASTROPHUS","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","CHAETOGASTER","CHAETOGASTER_DIASTROPHUS","CHAETOGASTER DIASTROPHUS","PRD",7,NA,NA,"FACULTATIVE","OLIGOCHAETA",NA,"WORM","18,83"
"CHAETOGASTER_LIMNAEI","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","CHAETOGASTER","CHAETOGASTER","CHAETOGASTER LIMNAEI","PRD",7,NA,NA,"FACULTATIVE","OLIGOCHAETA",NA,"WORM","18,83"
"CHAETOGASTER_SETOSUS","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","CHAETOGASTER","CHAETOGASTER_SETOSUS","CHAETOGASTER SETOSUS","PRD",7,NA,NA,"FACULTATIVE","OLIGOCHAETA",NA,"WORM","18,83"
"CHAETOGASTER_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","CHAETOGASTER","CHAETOGASTER","CHAETOGASTER SP.","PRD",7,NA,NA,"FACULTATIVE","OLIGOCHAETA",NA,"WORM","18,83"
"DERO_DIGITATA","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","DERO","DERO_DIGITATA","DERO DIGITATA","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"DERO_FURCATA","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","DERO","DERO_FURCATA","DERO FURCATA","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA","AULOPHORUS FURCATUS","WORM","18,83"
"DERO_NIVEA","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","DERO","DERO_NIVEA","DERO NIVEA","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"DERO_OBTUSA","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","DERO","DERO_OBTUSA","DERO OBTUSA","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"DERO_PECTINATA","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","DERO","DERO","DERO PECTINATA","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"DERO_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","DERO","DERO","DERO SP.","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA","AULOPHORUS SP.","WORM","18,83"
"HAEMONAIS_WALDVOGELI","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","HAEMONAIS","HAEMONAIS","HAEMONAIS WALDVOGELI","C-G",8,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"HAEMONAIS_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","HAEMONAIS","HAEMONAIS","HAEMONAIS SP.","C-G",8,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"NAIS_BARBATA","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","NAIS","NAIS","NAIS BARBATA","C-G",8,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"NAIS_BEHNINGI","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","NAIS","NAIS","NAIS BEHNINGI","C-G",6,NA,NA,"FACULTATIVE","OLIGOCHAETA",NA,"WORM","18,83"
"NAIS_BRETSCHERI","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","NAIS","NAIS","NAIS BRETSCHERI","C-G",6,NA,NA,"FACULTATIVE","OLIGOCHAETA",NA,"WORM","18,83"
"ATTENELLA_MARGARITA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","ATTENELLA","ATTENELLA_MARGARITA","ATTENELLA MARGARITA","C-G",1,NA,NA,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA MARGARITA","MAYFLY","2"
"ATTENELLA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","ATTENELLA","ATTENELLA","ATTENELLA SP.","C-G",1,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","2"
"DANNELLA_SIMPLEX","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","DANNELLA","DANNELLA_SIMPLEX","DANNELLA SIMPLEX","C-G",2,NA,NA,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA SIMPLEX","MAYFLY","3"
"DANNELLA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","DANNELLA","DANNELLA","DANNELLA SP.","C-G",2,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","3"
"DRUNELLA_CORNUTA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","DRUNELLA","DRUNELLA_CORNUTA","DRUNELLA CORNUTA","C-G",0,NA,NA,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA CORNUTA, EPHEMERELLA SP. 6","MAYFLY","4"
"DRUNELLA_CORNUTELLA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","DRUNELLA","DRUNELLA_CORNUTELLA","DRUNELLA CORNUTELLA","SCR",0,4,4,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA CORNUTELLA","MAYFLY","4"
"DRUNELLA_LATA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","DRUNELLA","DRUNELLA_LATA","DRUNELLA LATA","SCR",0,NA,NA,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA LATA","MAYFLY","4"
"DRUNELLA_TUBERCULATA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","DRUNELLA","DRUNELLA_TUBERCULATA","DRUNELLA TUBERCULATA","SCR",0,NA,NA,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA TUBERCULATA, EPHEMERELLA SP. 2","MAYFLY","4"
"DRUNELLA_WALKERI","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","DRUNELLA","DRUNELLA_WALKERI","DRUNELLA WALKERI","SCR",0,NA,NA,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA WALKERI","MAYFLY","4"
"DRUNELLA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","DRUNELLA","DRUNELLA","DRUNELLA SP.","SCR",0,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","4"
"EPHEMERELLA_AURIVILLII","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","EPHEMERELLA","EPHEMERELLA_AURIVILLII","EPHEMERELLA AURIVILLII","C-G",0,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","7"
"EPHEMERELLA_DOROTHEA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","EPHEMERELLA","EPHEMERELLA_DOROTHEA","EPHEMERELLA DOROTHEA","C-G",1,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","7"
"EPHEMERELLA_EXCRUCIANS?","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","EPHEMERELLA","EPHEMERELLA_EXCRUCIANS","EPHEMERELLA EXCRUCIANS?","C-G",1,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","7"
"EPHEMERELLA_INVARIA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","EPHEMERELLA","EPHEMERELLA_INVARIA","EPHEMERELLA INVARIA","C-G",1,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","7"
"EPHEMERELLA_NEEDHAMI","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","EPHEMERELLA","EPHEMERELLA_NEEDHAMI","EPHEMERELLA NEEDHAMI","C-G",1,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","7"
"QUISTADRILUS_MULTISETOSUS","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","QUISTADRILUS","QUISTADRILUS_MULTISETOSUS","QUISTADRILUS MULTISETOSUS","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"QUISTADRILUS_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","QUISTADRILUS","QUISTADRILUS","QUISTADRILUS SP.","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"RHYACODRILUS_SUBTERRANEUS","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","RHYACODRILUS","RHYACODRILUS_SUBTERRANEUS","RHYACODRILUS SUBTERRANEUS","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18"
"RHYACODRILUS_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","RHYACODRILUS","RHYACODRILUS","RHYACODRILUS SP.","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18"
"PELOSCOLEX_FEROX","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","PELOSCOLEX","PELOSCOLEX_FEROX","PELOSCOLEX FEROX","C-G",6,NA,NA,"TOLERANT","OLIGOCHAETA","PELOSCOLEX SP., SPIROSPERMA FEROX","WORM","18,83"
"SPIROSPERMA_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","SPIROSPERMA","SPIROSPERMA","SPIROSPERMA SP.","C-G",6,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"TUBIFEX_TUBIFEX","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","TUBIFEX","TUBIFEX_TUBIFEX","TUBIFEX TUBIFEX","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"TUBIFEX_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","TUBIFEX","TUBIFEX","TUBIFEX SP.","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"UNDET._TUBIFICIDAE_W/_CAP._SETAE","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","UNDET.","UNDET.","UNDET. TUBIFICIDAE W/ CAP. SETAE","C-G",10,10,8,"TOLERANT","OLIGOCHAETA","UNDETERMINED TUBIFICIDAE, PELOSCOLEX SP.","WORM","18,83"
"UNDET._TUBIFICIDAE_W/O_CAP._SETAE","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","UNDET.","UNDET.","UNDET. TUBIFICIDAE W/O CAP. SETAE","C-G",10,7,7,"TOLERANT","OLIGOCHAETA","UNDETERMINED TUBIFICIDAE, PELOSCOLEX SP.","WORM","18,83"
"UNDET._TUBIFICIDAE","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","TUBIFICIDAE","TUBIFICIDAE","UNDET.","UNDET.","UNDET. TUBIFICIDAE","C-G",10,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18,83"
"AMPHICHAETA_AMERICANA","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","AMPHICHAETA","AMPHICHAETA","AMPHICHAETA AMERICANA","C-G",6,NA,NA,"FACULTATIVE","OLIGOCHAETA",NA,"WORM","18,83"
"AMPHICHAETA_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","AMPHICHAETA","AMPHICHAETA","AMPHICHAETA SP.","C-G",6,NA,NA,"FACULTATIVE","OLIGOCHAETA",NA,"WORM","18,83"
"ARCTEONAIS_LOMONDI","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","ARCTEONAIS","ARCTEONAIS","ARCTEONAIS LOMONDI","C-G",6,NA,NA,"FACULTATIVE","OLIGOCHAETA",NA,"WORM","18,83"
"ARCTEONAIS_SP.","ANNELIDA","OLIGOCHAETA","TUBIFICIDA","NAIDIDAE","NAIDIDAE","ARCTEONAIS","ARCTEONAIS","ARCTEONAIS SP.","C-G",6,NA,NA,"FACULTATIVE","OLIGOCHAETA",NA,"WORM","18,83"
"EPHEMERELLA_ROTUNDA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","EPHEMERELLA","EPHEMERELLA_ROTUNDA","EPHEMERELLA ROTUNDA","C-G",1,NA,NA,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA SP. 3","MAYFLY","7"
"EPHEMERELLA_SUBVARIA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","EPHEMERELLA","EPHEMERELLA_SUBVARIA","EPHEMERELLA SUBVARIA","C-G",1,4,1,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","7"
"EPHEMERELLA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","EPHEMERELLA","EPHEMERELLA","EPHEMERELLA SP.","C-G",1,4,4,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","7"
"EURYLOPHELLA_FUNERALIS","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","EURYLOPHELLA","EURYLOPHELLA_FUNERALIS","EURYLOPHELLA FUNERALIS","C-G",0,NA,NA,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA FUNERALIS","MAYFLY","6,46"
"EURYLOPHELLA_TEMPORALIS","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","EURYLOPHELLA","EURYLOPHELLA_TEMPORALIS","EURYLOPHELLA TEMPORALIS","C-G",5,NA,NA,"FACULTATIVE","EPHEMEROPTERA","EPHEMERELLA TEMPORALIS","MAYFLY","6,46"
"EURYLOPHELLA_VERISIMILIS","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","EURYLOPHELLA","EURYLOPHELLA_VERISIMILIS","EURYLOPHELLA VERISIMILIS","C-G",2,NA,NA,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA VERSIMILIS, EPHEMERELLA SP. 4","MAYFLY","6,46"
"EURYLOPHELLA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","EURYLOPHELLA","EURYLOPHELLA","EURYLOPHELLA SP.","C-G",2,NA,NA,"INTOLERANT","EPHEMEROPTERA",NA,"MAYFLY","6"
"SERRATELLA_DEFICIENS","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","SERRATELLA","SERRATELLA_DEFICIENS","SERRATELLA DEFICIENS","C-G",2,5,2,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA DEFICIENS, EPHEMERELLA SP. 1, EPHEMERELLA SP.","MAYFLY","5"
"SERRATELLA_SERRATA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","SERRATELLA","SERRATELLA_SERRATA","SERRATELLA SERRATA","C-G",2,1,0,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA SERRATA, EPHEMERELLA SP. 5","MAYFLY","5"
"SERRATELLA_SERRATOIDES","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","SERRATELLA","SERRATELLA_SERRATOIDES","SERRATELLA SERRATOIDES","C-G",2,0,1,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA SERRATOIDES, EPHEMERELLA SP. 1, EPHEMERELLA SP.","MAYFLY","5"
"SERRATELLA_SORDIDA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","SERRATELLA","SERRATELLA_SORDIDA","SERRATELLA SORDIDA","C-G",2,NA,NA,"INTOLERANT","EPHEMEROPTERA","EPHEMERELLA SORDIDA","MAYFLY","5"
"ECLIPIDRILUS_SP.","ANNELIDA","OLIGOCHAETA","LUMBRICULIDA","LUMBRICULIDAE","LUMBRICULIDAE","ECLIPIDRILUS","ECLIPIDRILUS","ECLIPIDRILUS SP.","C-G",5,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18"
"LUMBRICULUS_SP.","ANNELIDA","OLIGOCHAETA","LUMBRICULIDA","LUMBRICULIDAE","LUMBRICULIDAE","LUMBRICULUS","LUMBRICULUS","LUMBRICULUS SP.","C-G",5,NA,NA,"TOLERANT","OLIGOCHAETA",NA,"WORM","18"
