"LatLon","LATITUDE","LONGITUDE","SBU.4.LTR","County","Stream.Name..NHD.if.available.otherwise.WI.","Concerns.from.Participants","PWL_ID","WIN","HUC_8","Classification","More.recently.used.Coordinates..changed.because.within.500..of.previous.site."
"41.7172,-74.0124",41.7172,-74.0124,"WPCAK01","Ulster","Black Creek, Middle, and tribs","","1301-0203","H-128",2020008,"B(T)",""
"41.72,-74.3917",41.72,-74.3917,"BEER01","Ulster","Beer Kill","","1306-0116","H-139-14-38- 3",2020007,"C(T)",""
"41.7202,-73.9566",41.7202,-73.9566,"","","Twaalfskill Creek","","","",NA,"",""
"41.7244,-74.4581",41.7244,-74.4581,"","","West Branch of the Beerkill","","","",NA,"",""
"41.7253,-74.1047",41.7253,-74.1047,"PKIL0.4","Ulster","Platte Kill and tribs","","1306-0044","H-139-13-16",2020007,"B(T)",""
"41.7277,-73.5862",41.7277,-73.5862,"","Dutchess","Wells Brook","","1601-0023","Conn 15- 6- 1",1100005,"A",""
"41.7278,-73.5848",41.7278,-73.5848,"","","Wells Brook","","","",NA,"",""
"41.7295,-73.9717",41.7295,-73.9717,"","","Twaalfskill Creek","","","",NA,"",""
"41.7346,-73.5806",41.7346,-73.5806,"","Dutchess","Wells Brook","","1601-0023","Conn 15- 6- 1",1100005,"A",""
"41.7351,-73.576",41.7351,-73.576,"","","Wells Brook","","","",NA,"",""
"41.7352,-74.2344",41.7352,-74.2344,NA,NA,"Peters Kill",NA,NA,NA,NA,NA,NA
"41.7367,-73.5711",41.7367,-73.5711,"","","Tenmile River","","","",NA,"",""
"41.7368,-73.5714",41.7368,-73.5714,"","","Wells Brook","","","",NA,"",""
"41.738,-74.3767",41.738,-74.3767,"ROND35.0","Ulster","Rondout Creek","","1306-0089","H-139-14 (portion 2)",2020007,"C",""
"41.7394,-73.5849",41.7394,-73.5849,"","Dutchess","Stone Church Brook","","1601-0011","Conn 15",1100005,"C(T)",""
"41.7399,-74.6642",41.7399,-74.6642,"","","East Mongaup River","","","",NA,"",""
"41.7400,-74.6642",41.74,-74.6642,NA,NA,"East Mongaup River",NA,NA,NA,NA,NA,NA
"41.7409,-73.8274",41.7409,-73.8274,"","Dutchess","Wappinger Creek","","1305-0013","H-101 (portion 3)",2020008,"B(T)",""
"41.7542,-74.073",41.7542,-74.073,"","","Millbrook Stream (Trib 13)","","","",NA,"",""
"41.7572,-74.3574",41.7572,-74.3574,"","","VerNooy Kill","","","",NA,"",""
"41.7622,-73.8996",41.7622,-73.8996,"FKIL 02","Dutchess","Fall Kill","","1301-0087","H-114",2020008,"C",""
"41.7631,-74.3332",41.7631,-74.3332,"","Ulster","Rondout Creek","","1306-0088","H-139-14 (portion 1)",2020007,"B",""
"41.7646,-74.9414",41.7646,-74.9414,"CALE9.5","Sullivan","East Branch Callicoon Creek","","1401-0117","D-53-1",2040101,"C(T)",""
"41.7701,-74.3112",41.7701,-74.3112,"","Ulster","Rondout Creek","","1306-0088","H-139-14 (portion 1)",2020007,"B(T)",""
"41.7736,-74.2961",41.7736,-74.2961,"","Ulster","Rondout Creek","","1306-0088","H-139-14 (portion 1)",2020007,"B",""
"41.7744,-74.1737",41.7744,-74.1737,"","","Coxing Kill","","","",NA,"",""
"41.7749,-74.0975",41.7749,-74.0975,"WKLEI02","Ulster","Kleine Kill","","1306-0042","H-139-13-11",2020007,"C",""
"41.7758,-74.3216",41.7758,-74.3216,"WKERH01","Ulster","Minor Tribs to Middle Rondout Creek","","1306-0093","H-139-14- 4 thru 33 (selected)",2020007,"C",""
"41.7782,-74.2247",41.7782,-74.2247,"","Ulster","Stony Kill","","1306-0106","H-139-14-19",2020007,"AA(T)",""
"41.7869,-73.9231",41.7869,-73.9231,"","","Crum Elbow Creek","","","",NA,"",""
"41.7877,-73.9229",41.7877,-73.9229,NA,NA,"Crum Elbow Creek",NA,NA,NA,NA,NA,NA
"41.7925,-73.7262",41.7925,-73.7262,"WAPPE0","Dutchess","East Branch Wappinger Creek","","1305-0022","H-101-21",2020008,"C(T)",""
"41.7943,-74.1797",41.7943,-74.1797,"","Ulster","Rondout Creek","","1306-0088","H-139-14 (portion 1)",2020007,"B",""
"41.797,-74.247",41.797,-74.247,"ROCH1.3","Ulster","Rochester Creek and minor tribs","","1306-0107","H-139-14-20",2020007,"A(TS)",""
"41.7986,-74.2126",41.7986,-74.2126,NA,NA,"North Peterskill",NA,NA,NA,NA,NA,NA
"41.8101,-74.3741",41.8101,-74.3741,"","","VerNooy Kill","","","",NA,"",""
"41.814,-73.5588",41.814,-73.5588,"","Dutchess","Wassaic Creek and tribs","","1601-0024","Conn 15-11",1100005,"C(T)",""
"41.8212,-73.9625",41.8212,-73.9625,NA,NA,"Black Creek",NA,NA,NA,NA,NA,NA
"41.8278,-73.5655",41.8278,-73.5655,"","Dutchess","Wassaic Creek and tribs","","1601-0024","Conn 15-11",1100005,"C",""
"41.8323,-74.0317",41.8323,-74.0317,"","","Swarte Kill","","","",NA,"",""
"41.8352,-73.566",41.8352,-73.566,"","Dutchess","Wassaic Creek and tribs","","1601-0024","Conn 15-11",1100005,"C(TS)",""
"41.8364,-73.5666",41.8364,-73.5666,"","Dutchess","Wassaic Creek and tribs","","1601-0024","Conn 15-11",1100005,"C(TS)",""
"41.8422,-73.5613",41.8422,-73.5613,"","Dutchess","Wassaic Creek and tribs","","1601-0024","Conn 15-11",1100005,"C(TS)",""
"41.8428,-74.0858",41.8428,-74.0858,"","Ulster","Rondout Creek","","1306-0088","H-139-14 (portion 1)",2020007,"B",""
"41.8441,-73.5631",41.8441,-73.5631,"","Dutchess","Wassaic Creek and tribs","","1601-0024","Conn 15-11",1100005,"C(TS)",""
"41.8445,-74.0763",41.8445,-74.0763,"","","Rondout Creek","","","",NA,"",""
"41.8566,-73.5145",41.8566,-73.5145,"","Dutchess","Webatuck Creek","","1601-0026","Conn 15-12",1100005,"C(T)",""
"41.8571,-73.8854",41.8571,-73.8854,NA,NA,"Crum Elbow Creek",NA,NA,NA,NA,NA,NA
"41.8667,-73.556",41.8667,-73.556,"","Dutchess","Wassaic Creek and tribs","","1601-0024","Conn 15-11",1100005,"C(T)",""
"41.8677,-73.5019",41.8677,-73.5019,"","Dutchess","Webatuck Creek and tribs","","1601-0026","Conn 15-12",1100005,"C",""
"41.8834,-74.1586",41.8834,-74.1586,"","Ulster","Esopus Creek, Middle, and minor tribs","","1307-0003","H-171 (portion 2)",2020006,"C",""
"41.9034,-74.1628",41.9034,-74.1628,"WESOP25.0","Ulster","Esopus Creek","","1307-0003","H-171 (portion 2)",2020006,"B(T)",""
"41.9035,-74.1635",41.9035,-74.1635,"GLAD0.1","Ulster","Esopus Creek, Middle, and minor tribs","","1307-0003","H-171 (portion 2)",2020006,"C(T)",""
"41.9036, 74.8127",41.9036,74.8127,NA,NA,"Willow Moc",NA,NA,NA,NA,NA,NA
"41.9105,-74.0058",41.9105,-74.0058,NA,NA,"Twaalfskill Brook",NA,NA,NA,NA,NA,NA
"41.9283,-73.8946",41.9283,-73.8946,"","","Landsmankill","","","",NA,"",""
"41.9435,-73.6023",41.9435,-73.6023,"","","Bean River","","","",NA,"",""
"41.9485,-73.5109",41.9485,-73.5109,"","Dutchess","Webatuck Creek","","1601-0026","Conn 15-12",1100005,"C(T)",""
"41.979,-73.9629",41.979,-73.9629,"WKING01","Ulster","Minor Tribs to West of Hudson","","1301-0213","H-145 thru 175, WOH (selected)",2020006,"C",""
"41.9841,-73.9139",41.9841,-73.9139,"MUDI01","Dutchess","Mudder Kill","","1301-0212","H-141 thru 186, EOH (selected)",2020006,"C",""
"42.0011,-76.558",42.0011,-76.558,"","Chemung","Chemung River","","0501-0014","Pa  3 (portion 1)",2050105,"A",""
"42.0066,-78.7756",42.0066,-78.7756,"","Cattaraugus","Quaker Run and tribs","","0201-0029","Pa-53- 8",5010001,"B(T)",""
"42.0114,-75.7892",42.0114,-75.7892,NA,NA,"Little Snake",NA,NA,NA,NA,NA,NA
"42.0162,-75.1329",42.0162,-75.1329,"WMORR01","Delaware","Morrison Brook","","1403-0011","D-70-21 thru 42 (selected)",2040102,"C(T)",""
"42.0175,-76.7231",42.0175,-76.7231,NA,NA,"Chemung River",NA,NA,NA,NA,NA,NA
"42.0185,-73.9777",42.0185,-73.9777,"WESOPT","Ulster","Minor Tribs to Lower Esopus Creek","","1307-0012","H-171- 2 thru 21 (selected)",2020006,"C",""
"42.0195,-74.2675",42.0195,-74.2675,"LBEA0.3","Ulster","Little Beaver Kill","","1307-0031","H-171/P848-42",2020006,"C(T)",""
"42.0251,-76.6226",42.0251,-76.6226,NA,NA,"Wyncood Creek",NA,NA,NA,NA,NA,NA
"42.0265,-76.524",42.0265,-76.524,"","Tioga","Cayuta Creek","","0603-0022","SR (Pa)-1 (portion 1)",2050103,"B",""
"42.0269,-79.2861",42.0269,-79.2861,"","Chautauqua","Conewango Creek","","0202-0029","Pa-63- 5",5010002,"B",""
"42.0274,-75.7995",42.0274,-75.7995,NA,NA,"Little Snake",NA,NA,NA,NA,NA,NA
"42.0292,-77.933",42.0292,-77.933,"WOREBT","Allegany","Orebed Creek","","0403-0074","Ont 117-192",4130002,"C(TS)",""
"42.0299,-75.805",42.0299,-75.805,"","","Little Snake Creek","","","",NA,"",""
"42.0310,-74.3702",42.031,-74.3702,NA,NA,"Woodland Valley Creek",NA,NA,NA,NA,NA,NA
"42.0336,-74.3680",42.0336,-74.368,NA,NA,"Woodland Valley Creek",NA,NA,NA,NA,NA,NA
"42.0414,-73.6437",42.0414,-73.6437,"","","Roeliff Jansen Kill","","","",NA,"",""
"42.045,-73.9131",42.045,-73.9131,"STNY02","Dutchess","Stony Creek, Lower, and tribs","","1301-0219","H-164",2020006,"A(T)",""
"42.0493,-77.9299",42.0493,-77.9299,"WMRSG01","Allegany","Marsh Creek","","0403-0074","Ont 117-192",4130002,"C(T)",""
"42.0588,-76.7358",42.0588,-76.7358,NA,NA,"Baldwin Creek",NA,NA,NA,NA,NA,NA
"42.0589,-76.7358",42.0589,-76.7358,NA,NA,"Baldwin Creek",NA,NA,NA,NA,NA,NA
"42.0592,-73.5997",42.0592,-73.5997,"","","Roeliff Jansen Kill","","","",NA,"",""
"42.0621,-74.1574",42.0621,-74.1574,"","","Saw Kill","","","",NA,"",""
"42.0625,-74.8442",42.0625,-74.8442,"WHOLI01","Delaware","Gulf Brook","","1403-0093","D-70-43 thru 78",2040102,"C(T)",""
"42.0673,-74.1601",42.0673,-74.1601,NA,NA,"Sawkill WIN H-171-17",NA,NA,NA,NA,NA,NA
"42.0714,-76.7754",42.0714,-76.7754,"","","Chemung River","","","",NA,"",""
"42.0745,-76.9403",42.0745,-76.9403,NA,NA,"Hendy Creek",NA,NA,NA,NA,NA,NA
"42.0754,-74.1257",42.0754,-74.1257,"","Ulster","Saw Kill, Upper, adn tribs","","1307-0019","H-171-17",2020006,"A(T)",""
"42.0755,-75.622",42.0755,-75.622,"","","Hotchkiss Creek","","","",NA,"",""
"42.0781,-74.336",42.0781,-74.336,"WODC 0.4","Ulster","Woodland Creek","","1307-0035","H-171/P848-46",2020006,"B(TS)",""
"42.0803,-73.9383",42.0803,-73.9383,NA,NA,"Sawyerkill Win H-172",NA,NA,NA,NA,NA,NA
"42.0804,-75.64",42.0804,-75.64,"","","Occanum Creek, Windsor","","","",NA,"",""
"42.081,-74.3326",42.081,-74.3326,"WODC 0.1","Ulster","Woodland Creek","","1307-0035","H-171/P848-46",2020006,"B(TS)",""
"42.0814,-76.7798",42.0814,-76.7798,"","","Chemung River","","","",NA,"",""
"42.0828,-79.6864",42.0828,-79.6864,"","Chautauqua","French Creek","","0202-0063","Pa-81",5010004,"C",""
"42.0830,-79.2250",42.083,-79.225,NA,NA,"Allen Park Creek",NA,NA,NA,NA,NA,NA
"42.0856,-74.1787",42.0856,-74.1787,"","","Mink Hollow","","","",NA,"",""
"42.086,-76.6914",42.086,-76.6914,"","","wynkoop creek","","","",NA,"",""
"42.0869,-76.8659",42.0869,-76.8659,NA,NA,"Chemung River",NA,NA,NA,NA,NA,NA
"42.0884,-73.9768",42.0884,-73.9768,"","Ulster","Beaver Kill","","1309-0015","H-193- 2-12",2020006,"C",""
"42.0897,-76.0538",42.0897,-76.0538,NA,NA,"Unknown Stream",NA,NA,NA,NA,NA,NA
"42.0922,-76.5474",42.0922,-76.5474,NA,NA,"Cayuta Creek",NA,NA,NA,NA,NA,NA
"42.0923,-76.0135",42.0923,-76.0135,"","Broome","Willow Run","","0603-0073","SR- 30 thru 43 (selected)",2050103,"C",""
"42.0924,-76.5474",42.0924,-76.5474,"","","Cayuta Creek","","","",NA,"",""
"42.0938,-79.2407",42.0938,-79.2407,"","","Chadakoin River","","","",NA,"",""
"42.094,-79.2307",42.094,-79.2307,"","","Chadakoin River","","","",NA,"",""
"42.1014,-76.0251",42.1014,-76.0251,NA,NA,"Brixius Creek",NA,NA,NA,NA,NA,NA
"42.1048,-76.9219",42.1048,-76.9219,NA,NA,"Sing Sing Creek",NA,NA,NA,NA,NA,NA
"42.1076,-73.9496",42.1076,-73.9496,"SAWY01","Ulster","Sawyer Kill","","1301-0220","H-172 thru ??, WOH",2020006,"C",""
"42.112,-79.217",42.112,-79.217,"","","Chadakoin River","","","",NA,"",""
"42.1132,-73.5634",42.1132,-73.5634,"","","Roeliff Jansen Kill","","","",NA,"",""
"42.1148,-74.0548",42.1148,-74.0548,"WPLCK12.0","Ulster","Plattekill Creek","","1307-0014","H-171-11",2020006,"A(TS)",""
"42.1156,-76.5475",42.1156,-76.5475,"","","Cayuta Creek","","","",NA,"",""
"42.1160,-76.8646",42.116,-76.8646,NA,NA,"Hoffman Brook",NA,NA,NA,NA,NA,NA
"42.1173,-77.9433",42.1173,-77.9433,"","Allegany","Dyke Creek","","0403-0004","Ont 117-184",4130002,"C",""
"42.1185,-79.1939",42.1185,-79.1939,"","","Chadakoin River","","","",NA,"",""
"42.1186,-79.0839",42.1186,-79.0839,"","Chautauqua","Mud Creek","","0202-0041","Pa-63-15",5010002,"C(T)",""
"42.1211,-74.3987",42.1211,-74.3987,"BSNL0.1","Ulster","Bushnellsville Creek","","1307-0036","H-171/P848-50",2020006,"B(TS)",""
"42.122,-73.7198",42.122,-73.7198,"WTAGH02A","Columbia","Taghkanic Creek","","1310-0015","H-204- 3- 8",2020006,"C(T)",""
"42.123,-74.0211",42.123,-74.0211,"WPLCK9.8","Ulster","Plattekill Creek","","1307-0014","H-171-11",2020006,"A(TS)",""
"42.1236,-73.7214",42.1236,-73.7214,"","Columbia","Taghkanic Creek, Lower, and tribs","","1310-0015","H-204- 3- 8",2020006,"C(T)",""
"42.1239,-74.3991",42.1239,-74.3991,"BSNL0.3","Ulster","Bushnellsville Creek","","1307-0036","H-171/P848-50",2020006,"B(TS)",""
"42.1247,-75.6720",42.1247,-75.672,NA,NA,"Sage Creek and tribs",NA,NA,NA,NA,NA,NA
"42.1258,-74.9439",42.1258,-74.9439,"BULR01","Delaware","Downs/Gregory Hollow Brook and Tribs","","1403-0092","D-70-39",2040102,"C(TS)",""
"42.1352,-73.8912",42.1352,-73.8912,"GERM01","Columbia","Minor Tribs to East of Hudson","","1301-0212","H-141 thru 186, EOH (selected)",2020006,"A",""
"42.1359,-76.8602",42.1359,-76.8602,NA,NA,"Hoffman Brook",NA,NA,NA,NA,NA,NA
"42.1369,-74.6892",42.1369,-74.6892,"PLAT0.7","Delaware","Platte Kill","","1403-0099","D-70-70",2040102,"C(TS)",""
"42.1390,-75.9417",42.139,-75.9417,NA,NA,"Little Choconut Creek",NA,NA,NA,NA,NA,NA
"42.1399,-75.8938",42.1399,-75.8938,NA,NA,"Phelps Creek",NA,NA,NA,NA,NA,NA
"42.1404,-75.8949",42.1404,-75.8949,NA,NA,"Phelps",NA,NA,NA,NA,NA,NA
"42.1423,-76.7658",42.1423,-76.7658,NA,NA,"Latta Brook",NA,NA,NA,NA,NA,NA
"42.1448,-75.9106",42.1448,-75.9106,NA,NA,"Smith Hill Creek",NA,NA,NA,NA,NA,NA
"42.1459,-76.8078",42.1459,-76.8078,NA,NA,"Latta Brook",NA,NA,NA,NA,NA,NA
"42.1495,-77.819",42.1495,-77.819,"","Allegany","Dyke Creek","","0403-0004","Ont 117-184",4130002,"C(T)",""
"42.15,-73.8752",42.15,-73.8752,"WNGER01","Columbia","Minor Tribs to East of Hudson","","1301-0212","H-141 thru 186, EOH (selected)",2020006,"C",""
"42.151,-74.5191",42.151,-74.5191,"","Delaware","Emory Brook","","1403-0040","D-70-80",2040102,"B(TS)",""
"42.1517,-76.8903",42.1517,-76.8903,NA,NA,"Sing Sing Creek",NA,NA,NA,NA,NA,NA
"42.152,-74.1311",42.152,-74.1311,"","","Roaring Kill","","","",NA,"",""
"42.154,-78.1256",42.154,-78.1256,"WSVCM4.5","Allegany","South Branch Van Campen Creek","","0403-0068","Ont 117-164-10",4130002,"C(T)",""
"42.1541,-73.5204",42.1541,-73.5204,"","","Roeliff Jansen Kill","","","",NA,"",""
"42.1548,-75.1652",42.1548,-75.1652,"","Delaware","Pines Brook","","1404-0056","D-71-33 thru 49",2040101,"C(T)",""
"42.1553,-74.533",42.1553,-74.533,"","Delaware","Bush Kill","","1403-0040","D-70-80",2040102,"B(TS)",""
"42.157,-77.8019",42.157,-77.8019,"","Allegany","East Valley Creek","","0403-0072","Ont 117-184-12",4130002,"C",""
"42.1583,-74.5208",42.1583,-74.5208,"","Delaware","Vly Creek","","1403-0044","D-70-80-13",2040102,"B(TS)",""
"42.1584,-79.5954",42.1584,-79.5954,"","Chautauqua","French Creek","","0202-0064","Pa-81",5010004,"C",""
"42.1588,-75.1123",42.1588,-75.1123,"","Delaware","Minor Tribs to West Branch Delaware","","1404-0056","D-71-33 thru 49",2040101,"C(TS)",""
"42.1591,-74.5563",42.1591,-74.5563,"","Delaware","Bush Kill","","1403-0040","D-70-80",2040102,"B(TS)",""
"42.1691,-74.1502",42.1691,-74.1502,"","","Cook Brook","","","",NA,"",""
"42.17,-73.5196",42.17,-73.5196,"","Columbia","Roeliff Jansen Kill","","1308-0002","H-188",2020006,"C(TS)",""
"42.1716,-74.148",42.1716,-74.148,"","","Schoharie C","","","",NA,"",""
"42.172,-73.5156",42.172,-73.5156,"","Columbia","Roeliff Jansen Kill","","1308-0002","H-188",2020006,"C(TS)",""
"42.172,-74.019",42.172,-74.019,"KAAT01","Greene","Kaaterskill Creek","","1309-0013","H-193- 2",2020006,"B(TS)",""
"42.1722,-76.7337",42.1722,-76.7337,NA,NA,"Newtown Creek",NA,NA,NA,NA,NA,NA
"42.176,-75.2792",42.176,-75.2792,"TRUT1.4","Delaware","Trout Creek","","1404-0050","D-71-20",2040101,"A(TS)",""
"42.1777,-73.5705",42.1777,-73.5705,"TAGHT","Columbia","Taghkanic Creek, Upper, and tribs","","1310-0052","H-204- 3- 8",2020006,"C(T)",""
"42.1806,-75.6223",42.1806,-75.6223,"","Broome","Belden Brook","","0601-0129","SR-122",2050101,"C",""
"42.1812,-74.1967",42.1812,-74.1967,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA
"42.1812,-74.5973",42.1812,-74.5973,NA,NA,"Batavia Kill",NA,NA,NA,NA,NA,NA
"42.1816,-74.2043",42.1816,-74.2043,"","Greene","Stony Grove Creek, Upper, and tribs","","1202-0067","H-240- 82-145",2020005,"A(T)",""
"42.1824,-75.0128",42.1824,-75.0128,"","Delaware","Minor Tribs to West Branch Delaware","","1404-0056","D-71-33 thru 49",2040101,"C(T)",""
"42.1864,-73.4936",42.1864,-73.4936,NA,NA,"Catamount stream?",NA,NA,NA,NA,NA,NA
"42.1864,-76.7297",42.1864,-76.7297,NA,NA,"Jackson Creek",NA,NA,NA,NA,NA,NA
"42.1876,-73.5736",42.1876,-73.5736,NA,NA,"Conklin Bridge",NA,NA,NA,NA,NA,NA
"42.1899,-74.9966",42.1899,-74.9966,"","Delaware","Minor Tribs to West Branch Delaware","","1404-0064","D-71-50 thru 60",2040101,"C(TS)",""
"42.1903,-74.1879",42.1903,-74.1879,"","Greene","Minor Tribs to Schoharie Creek","","1202-0066","H-240- 82-142 thru 147b",2020005,"C(TS)",""
"42.1912,-76.0580",42.1912,-76.058,NA,NA,"Nanticoke Creek",NA,NA,NA,NA,NA,NA
"42.1921,-75.6186",42.1921,-75.6186,"","Broome","Wylie Brook","","0601-0044","SR-123",2050101,"C",""
"42.1926,-75.9023",42.1926,-75.9023,NA,NA,"Castle Creek",NA,NA,NA,NA,NA,NA
"42.1931,-73.5802",42.1931,-73.5802,NA,NA,"Texas Hill road stream?",NA,NA,NA,NA,NA,NA
"42.1947,-74.092",42.1947,-74.092,"KAAT00","Greene","Kaaterskill Creek","","1309-0013","H-193- 2",2020006,"C(TS)",""
"42.1953,-74.0548",42.1953,-74.0548,"NRTH1.4","Greene","Kaaterskill Cr, Upper, and minor tribs","","1309-0013","H-193- 2",2020006,"B(TS)",""
"42.1962,-73.7395",42.1962,-73.7395,"","Columbia","Loomis Creek","","1310-0015","H-204- 3- 8",2020006,"C(T)",""
"42.1967,-75.656",42.1967,-75.656,"","Broome","Belden Brook","","0601-0129","SR-122",2050101,"C",""
"42.1974,-73.5014",42.1974,-73.5014,"","","Roeliff Jansen Kill","","","",NA,"",""
"42.1974,-73.9427",42.1974,-73.9427,"","Greene","Kaaterskill Cr, Lower, and tribs","","1309-0006","H-193- 2",2020006,"C",""
"42.1977,-75.6559",42.1977,-75.6559,"","Broome","Belden Brook and tribs","","0601-0129","SR-122",2050101,"C",""
"42.2009,-79.1497",42.2009,-79.1497,"","Chautauqua","Clear Creek and tribs","","0202-0047","Pa-63-30",5010002,"C",""
"42.2023,-76.9912",42.2023,-76.9912,"","","Post Creek","","","",NA,"",""
"42.2047,-73.9746",42.2047,-73.9746,"","Greene","Vly Creek","","1309-0016","H-193- 2-18",2020006,"C(T)",""
"42.2048,-75.2739",42.2048,-75.2739,"","Delaware","Trout Creek","","1404-0050","D-71-20",2040101,"C(TS)",""
"42.2048,-75.2755",42.2048,-75.2755,"","Delaware","Trout Creek","","1404-0050","D-71-20",2040101,"C(TS)",""
"42.2055,-75.2753",42.2055,-75.2753,NA,NA,"Trout Creek",NA,NA,NA,NA,NA,NA
"42.2210,-79.0530",42.221,-79.053,NA,NA,"Conewango ",NA,NA,NA,NA,NA,NA
"42.2249,-75.1642",42.2249,-75.1642,"WKERR00","Delaware","Kerrs Creek","","1404-0060","D-71-38- 2",2040101,"A(T)",""
"42.2258,-75.9158",42.2258,-75.9158,"","Broome","Castle Creek","","0602-0166","SR- 44- 5",2050102,"C(T)",""
"42.2278,-74.4735",42.2278,-74.4735,NA,NA,"Vly Creek",NA,NA,NA,NA,NA,NA
"42.2315,-75.5263",42.2315,-75.5263,"","Chenango","Bumps Creek","","0601-0186","SR-124 thru 145 (selected)",2050101,"C",""
"42.2323,-73.6898",42.2323,-73.6898,"","","Claverack Creek","","","",NA,"",""
"42.2326,-73.6898",42.2326,-73.6898,"WCLAV01","Columbia","Claverack Creek","","1310-0048","H-204- 3",2020006,"C(TS)","42.2323,-73.6898; 42.2325,-73.6898"
"42.2326,-76.8414",42.2326,-76.8414,"","","catherine creek","","","",NA,"",""
"42.2328,-74.1296",42.2328,-74.1296,NA,NA,"East Kill",NA,NA,NA,NA,NA,NA
"42.2338,-74.1296",42.2338,-74.1296,"","Greene","East Kill","","1202-0063","H-240- 82-133",2020005,"C(TS)",""
"42.2368,-74.0114",42.2368,-74.0114,"GAME01","Greene","Kisatom Brook and tribs","","1309-0016","H-193- 2-18",2020006,"C",""
"42.2373,-74.1142",42.2373,-74.1142,"WEAST00","Greene","East Kill","","1202-0063","H-240- 82-133",2020005,"C(T)",""
"42.2376,-74.1468",42.2376,-74.1468,"","Greene","East Kill","","1202-0063","H-240- 82-133",2020005,"C(TS)",""
"42.2376,-74.1469",42.2376,-74.1469,NA,NA,"East Kill",NA,NA,NA,NA,NA,NA
"42.2478,-73.6553",42.2478,-73.6553,"AGAW02","Columbia","Agawamuck Creek","","1310-0048","H-204- 3",2020006,"C(T)",""
"42.2485,-74.3031",42.2485,-74.3031,"","Greene","East Kill","","1202-0063","H-240- 82-133",2020005,"C(TS)","42.249,-74.3033"
"42.2488,-74.3029",42.2488,-74.3029,NA,NA,"East Kill",NA,NA,NA,NA,NA,NA
"42.2582,-75.7668",42.2582,-75.7668,NA,NA,"Page Brook",NA,NA,NA,NA,NA,NA
"42.2685,-77.7600",42.2685,-77.76,NA,NA,"Canacadea Creek",NA,NA,NA,NA,NA,NA
"42.2735,-75.7427",42.2735,-75.7427,NA,NA,"Phelps Creek",NA,NA,NA,NA,NA,NA
"42.2737,-76.8379",42.2737,-76.8379,NA,NA,"Catherine Creek",NA,NA,NA,NA,NA,NA
"42.2805,-73.7114",42.2805,-73.7114,"","Columbia","Mud Creek","","1310-0047","H-204- 3",2020006,"C",""
"42.2848,-75.8892",42.2848,-75.8892,NA,NA,"Halfway/Ticknor Brook",NA,NA,NA,NA,NA,NA
"42.2891,-77.7477",42.2891,-77.7477,"","","Canacadea Creek","","","",NA,"",""
"42.2901,-75.2120",42.2901,-75.212,NA,NA,"Carr's Creek",NA,NA,NA,NA,NA,NA
"42.2933,-74.1332",42.2933,-74.1332,NA,NA,"Batavia Kill",NA,NA,NA,NA,NA,NA
"42.2985,-76.7163",42.2985,-76.7163,NA,NA,"Cayuta Creek",NA,NA,NA,NA,NA,NA
"42.2992,-79.0986",42.2992,-79.0986,"","Chautauqua","Cherry Creek","","0202-0049","Pa-63-39",5010002,"B(TS)",""
"42.3023,-74.561",42.3023,-74.561,"WPVAL01","Delaware","Pleasant Valley Brook","","1403-0020","D-70 (portion 5)",2040102,"B(TS)",""
"42.3059,-79.5784",42.3059,-79.5784,"","Chautauqua","Chautauqua Creek","","0105-0001","Ont 158..E-68",4120101,"C(T)",""
"42.306,-75.5362",42.306,-75.5362,"","","Kelsey Brook","","","",NA,"",""
"42.3060,-75.5362",42.306,-75.5362,NA,NA,"Kelsey Brook",NA,NA,NA,NA,NA,NA
"42.3062,-75.5362",42.3062,-75.5362,"","Chenango","Kelsey Creek","","0601-0131","SR-134",2050101,"C(T)",""
"42.3086,-79.5735",42.3086,-79.5735,"","Chautauqua","Little Chautauqua Creek","","0105-0028","Ont 158..E-68- 1",4120101,"C(T)","42.3083,-79.5731"
"42.3124,-78.0376",42.3124,-78.0376,"WANGL3.0","Allegany","Angelica Creek","","0403-0026","Ont 117-155",4130002,"C",""
"42.3131,-74.7208",42.3131,-74.7208,"WCRMN01","Delaware","Little Delaware, Upper, and tribs","","1404-0071","D-71-61",2040101,"C(T)",""
"42.3138,-76.6497",42.3138,-76.6497,NA,NA,"Chaffe Creek (trib of pony hollow creek)",NA,NA,NA,NA,NA,NA
"42.3164,-76.7133",42.3164,-76.7133,NA,NA,"Cayuta Creek ",NA,NA,NA,NA,NA,NA
"42.3211,-75.1833",42.3211,-75.1833,NA,NA,"Hamsone Brook",NA,NA,NA,NA,NA,NA
"42.3226,-74.0915",42.3226,-74.0915,"BOWR00","Greene","Bowery Creek","","1309-0011","H-193",2020006,"C(TS)",""
"42.3249,-77.5513",42.3249,-77.5513,"WSTET3.2","Steuben","Canisteo River, Middle, and minor tribs","","0503-0012","Pa 3-57- 5 (portion 3)",2050104,"C",""
"42.3311,-79.5681",42.3311,-79.5681,"","Chautauqua","Doty Creek","","0105-0024","Ont 158..E-44 thru 67 (selected)",4120101,"C",""
"42.3318,-75.1758",42.3318,-75.1758,NA,NA,"Treadwell Creek",NA,NA,NA,NA,NA,NA
"42.3327,-75.2877",42.3327,-75.2877,NA,NA,"Ouleout Creek",NA,NA,NA,NA,NA,NA
