"LatLon","LATITUDE","LONGITUDE","SBU.4.LTR","County","Stream.Name..NHD.if.available.otherwise.WI.","Concerns.from.Participants","PWL_ID","WIN","HUC_8","Classification","More.recently.used.Coordinates..changed.because.within.500..of.previous.site."
"43.2382,-77.5724",43.2382,-77.5724,"","Monroe","Minor Tribs to Lake Ontario","","0302-0036","Ont 109 thru 116",4140101,"B",""
"43.2413,-77.3395",43.2413,-77.3395,"","Wayne","Mill Creek","","0302-0072","Ont 98",4140101,"C",""
"43.2491,-76.1827",43.2491,-76.1827,"","","Oneida River","","","",NA,"",""
"43.2506,-76.8646",43.2506,-76.8646,NA,NA,"Mudge Creek",NA,NA,NA,NA,NA,NA
"43.2552,-77.4715",43.2552,-77.4715,NA,NA,"Ont 101 thru 106 0302-0028",NA,NA,NA,NA,NA,NA
"43.2582,-77.3077",43.2582,-77.3077,NA,NA,"Dennison Creek",NA,NA,NA,NA,NA,NA
"43.2585,-75.9122",43.2585,-75.9122,"","","Crandall Creek","","","",NA,"",""
"43.2593,-77.0251",43.2593,-77.0251,"","Wayne","Salmon Creek and tribs","","0302-0064","Ont 85",4140101,"C",""
"43.2596,-77.4509",43.2596,-77.4509,"MILO0.1","Monroe","Mill Creek","","0302-0025","Ont 100",4140101,"B",""
"43.2641,-75.0931",43.2641,-75.0931,NA,NA,"Mill Creek",NA,NA,NA,NA,NA,NA
"43.2672,-77.2495",43.2672,-77.2495,"","Wayne","Minor Tribs to Lake Ontario, Central","","0302-0070","Ont 93 thru 99 (selected)",4140101,"C",""
"43.2678,-79.0039",43.2678,-79.0039,NA,NA,"4 Mile Creek",NA,NA,NA,NA,NA,NA
"43.2734,-77.3143",43.2734,-77.3143,"WMLLO02","Wayne","Mill Creek","","0302-0072","Ont 98",4140101,"C",""
"43.2756,-77.2749",43.2756,-77.2749,"WBERO01","Wayne","Bear Creek","","0302-0071","Ont 96",4140101,"C",""
"43.2772,-77.85",43.2772,-77.85,"","Monroe","Otis Creek","","0301-0029","Ont 125- 2- 1",4130001,"C",""
"43.2814,-74.9511",43.2814,-74.9511,NA,NA,"Black Creek",NA,NA,NA,NA,NA,NA
"43.284,-75.5603",43.284,-75.5603,"","Oneida","Sash Factory Creek","","0703-0059","Ont  66-11-P26-24",4140202,"C(T)",""
"43.2841,-77.8852",43.2841,-77.8852,"MORM3.0","Monroe","Moorman Creek","","0301-0027","Ont 125- 1",4130001,"C",""
"43.2853,-78.7133",43.2853,-78.7133,"","Niagara County","Eighteenmile Creek","","0301-0055","",4130001,"D",""
"43.2939,-76.4524",43.2939,-76.4524,"","","Pine Hill Creek","","","",NA,"",""
"43.2973,-76.4211",43.2973,-76.4211,"","","Ley Creek","","","",NA,"",""
"43.302,-75.778",43.302,-75.778,"","Oneida","Little River","","0703-0078","Ont 66-11-P26-24-22",4140202,"C(T)",""
"43.3022,-75.6179",43.3022,-75.6179,"","Oneida","Furnace Creek","","0703-0068","Ont  66-11-P26-24-14- 2",4140202,"C(TS)",""
"43.3024,-75.7785",43.3024,-75.7785,"","Oneida","Little River","","0703-0078","Ont 66-11-P26-24-22",4140202,"C(T)",""
"43.3184,-74.2593",43.3184,-74.2593,"","Hamilton","Doig Creek","","1104-0154","H-369.. 8 thru 19",2020002,"C(T)",""
"43.3206,-75.1817",43.3206,-75.1817,NA,NA,"Handsome Brook/west br&minor trib's",NA,NA,NA,NA,NA,NA
"43.3247,-73.3591",43.3247,-73.3591,NA,NA,"Wells Creek",NA,NA,NA,NA,NA,NA
"43.326,-76.4368",43.326,-76.4368,"","","Tannery Creek","","","",NA,"",""
"43.3315,-75.5937",43.3315,-75.5937,"","Oneida","Florence Creek","","0703-0069","Ont  66-11-P26-24-14- 4",4140202,"C(TS)",""
"43.3325,-75.7372",43.3325,-75.7372,"","Oneida","West Branch Fish Creek","","0703-0062","Ont  66-11-P26-24",4140202,"C(T)",""
"43.3335,-77.9345",43.3335,-77.9345,"SNDY3.4","Monroe","Sandy Creek","","0301-0006","Ont 130",4130001,"C",""
"43.355,-75.5875",43.355,-75.5875,"","Oneida","Fall Brook","","0703-0072","Ont  66-11-P26-24-14- 5",4140202,"AA(T)",""
"43.3552,-73.5967",43.3552,-73.5967,NA,NA,"Shelving Rock Brook",NA,NA,NA,NA,NA,NA
"43.3651,-75.6864",43.3651,-75.6864,"","","florence creek","","","",NA,"",""
"43.3784,-75.5537",43.3784,-75.5537,"","Oneida","Point Rock Creek","","0703-0073","Ont 66-11-P26-24-14- 9",4140202,"C(T)",""
"43.3833, 73.6952",43.3833,73.6952,NA,NA,"Smith Brook",NA,NA,NA,NA,NA,NA
"43.3893,-76.1509",43.3893,-76.1509,"","","South Branch Little Salmon R and tribs","","","",NA,"",""
"43.3934,-75.0583",43.3934,-75.0583,"","","Little Black Creek","","","",NA,"",""
"43.3934,-76.5943",43.3934,-76.5943,NA,NA,"Eight Mile Creek",NA,NA,NA,NA,NA,NA
"43.4010,-73.6971",43.401,-73.6971,NA,NA,"East Brook",NA,NA,NA,NA,NA,NA
"43.4149,-74.271",43.4149,-74.271,"","Hamilton","Sacandaga River","","1104-0152","H-369.. (portion 2)",2020002,"B",""
"43.416,-73.7174",43.416,-73.7174,"","Warren","West Brook","","1006-0008","C-101-P367-32 thru 41",4150408,"AA-S",""
"43.4160,-73.7174",43.416,-73.7174,NA,NA,"West Brook",NA,NA,NA,NA,NA,NA
"43.4183,-73.7131",43.4183,-73.7131,NA,NA,"West Brook",NA,NA,NA,NA,NA,NA
"43.4186,-73.7102",43.4186,-73.7102,NA,NA,"West Brook",NA,NA,NA,NA,NA,NA
"43.4361,-73.7184",43.4361,-73.7184,"","","English Brook","","","",NA,"",""
"43.4362,-73.7185",43.4362,-73.7185,NA,NA,"English Brook",NA,NA,NA,NA,NA,NA
"43.437,-73.7392",43.437,-73.7392,"","","Big Hollow Brook","","","",NA,"",""
"43.4384,-73.7276",43.4384,-73.7276,"","Warren","Big Hollow Branch","","1006-0032","C-101-P367-41",4150408,"AA-S",""
"43.4385,-73.7272",43.4385,-73.7272,NA,NA,"Big Hollow Branch",NA,NA,NA,NA,NA,NA
"43.4386,-73.7269",43.4386,-73.7269,NA,NA,"Big Hollow Brook",NA,NA,NA,NA,NA,NA
"43.4613,-75.0661",43.4613,-75.0661,"","","Little Woodhull Creek","","","",NA,"",""
"43.4615,-75.5975",43.4615,-75.5975,"WEFSH02","Lewis","East Branch Fish Creek","","0703-0067","Ont 66-11-P26-24-14",4140202,"C(T)",""
"43.4669,-76.18",43.4669,-76.18,"","","Sage Creek and tribs","","","",NA,"",""
"43.4767,-75.3850",43.4767,-75.385,NA,NA,"Moose Creek",NA,NA,NA,NA,NA,NA
"43.4767,-75.3852",43.4767,-75.3852,"","","Moose Creek","\The access to this creek is on my own property.  The reason I am so interested in the water quality samples from it is because it drains directly from the Oneida-Herkimer Solid Waste facility"," just 2 miles upstream.  It seems an important reason to do so (at least to me).\ Paul Repak 6/7/2017","",NA,NA,""
"43.4768,-75.3852",43.4768,-75.3852,"","","Moose Creek","","","",NA,"",""
"43.4812,-75.2641",43.4812,-75.2641,NA,NA,"East Kent Creek",NA,NA,NA,NA,NA,NA
"43.4829,-73.6947",43.4829,-73.6947,NA,NA,"Smith Brook",NA,NA,NA,NA,NA,NA
"43.4898,-73.6820",43.4898,-73.682,NA,NA,"Edmunds Brook",NA,NA,NA,NA,NA,NA
"43.4899,-73.6827",43.4899,-73.6827,"","","Edmunds Brook","","","",NA,"",""
"43.4901,-73.6823",43.4901,-73.6823,NA,NA,"Edmunds Brook",NA,NA,NA,NA,NA,NA
"43.5094,-73.6225",43.5094,-73.6225,"","","Butternut Brook","","","",NA,"",""
"43.5095,-73.6227",43.5095,-73.6227,NA,NA,"Butternut Brook",NA,NA,NA,NA,NA,NA
"43.5102,-75.9986",43.5102,-75.9986,NA,NA,"Salmon River",NA,NA,NA,NA,NA,NA
"43.5111,-75.3055",43.5111,-75.3055,"","","Black River","","","",NA,"",""
"43.5119,-73.6246",43.5119,-73.6246,"","Washington","Butternut Brook","","1006-0020","C-101-P367- 1 thru 26",4150408,"AA-S",""
"43.5135,-76.2348",43.5135,-76.2348,"","","Sage Creek","","","",NA,"",""
"43.5184,-73.6746",43.5184,-73.6746,NA,NA,"Cotton Brook",NA,NA,NA,NA,NA,NA
"43.5215,-75.5446",43.5215,-75.5446,"WEFSH01","Lewis","East Branch Fish Creek","","0703-0067","Ont 66-11-P26-24-14",4140202,"C(T)",""
"43.5241,-73.6727",43.5241,-73.6727,"","Warren","Tribs to L.George, Town of Bolton","","1006-0022","C-101-P367-49 thru 73 (selected)",4150408,"AA-S",""
"43.5294,-75.1276",43.5294,-75.1276,NA,NA,"Bear Creek",NA,NA,NA,NA,NA,NA
"43.5368,-73.6662",43.5368,-73.6662,NA,NA,"Huddle Brook",NA,NA,NA,NA,NA,NA
"43.5370,-73.6675",43.537,-73.6675,NA,NA,"Huddle Brook",NA,NA,NA,NA,NA,NA
"43.5375,-73.6685",43.5375,-73.6685,"","","Huddle Brook","","","",NA,"",""
"43.5375,-73.6686",43.5375,-73.6686,NA,NA,"Huddle Brook",NA,NA,NA,NA,NA,NA
"43.5428,-76.1922",43.5428,-76.1922,NA,NA,"Grindstone Creek",NA,NA,NA,NA,NA,NA
"43.5431,-75.8098",43.5431,-75.8098,"","Oswego","Mill Stream","","0303-0076","Ont 53-16- 3",4140102,"C(T)",""
"43.5436,-75.5731",43.5436,-75.5731,NA,NA,"Fish Creek",NA,NA,NA,NA,NA,NA
"43.5443,-76.1249",43.5443,-76.1249,"","Oswego","Little Grindstone Creek and tribs","","0303-0083","Ont  54- 2",4140102,"C(T)",""
"43.5445,-75.5729",43.5445,-75.5729,NA,NA,"Fish Creek",NA,NA,NA,NA,NA,NA
"43.5453,-73.5822",43.5453,-73.5822,NA,NA,"Shelving Rock Brook",NA,NA,NA,NA,NA,NA
"43.5532,-73.6055",43.5532,-73.6055,"","Washington","Shelving Rock Brook","","1006-0020","C-101-P367- 1 thru 26",4150408,"AA-S",""
"43.5634,-73.6524",43.5634,-73.6524,NA,NA,"Finkle Brook",NA,NA,NA,NA,NA,NA
"43.5639,-73.6535",43.5639,-73.6535,"","Warren","Finkle Brook","","1006-0003","C-101-P367-53,56",4150408,"AA-S",""
"43.5847,-76.1588",43.5847,-76.1588,"","Oswego","Little Deer Creek","","0303-0066","Ont 52",4140102,"C",""
"43.5853,-73.8653",43.5853,-73.8653,"","","Glen Creek","","","",NA,"",""
"43.5867,-73.6416",43.5867,-73.6416,NA,NA,"Indian Brook",NA,NA,NA,NA,NA,NA
"43.5869,-73.6405",43.5869,-73.6405,NA,NA,"Indian Brook",NA,NA,NA,NA,NA,NA
"43.5881,-73.6443",43.5881,-73.6443,"","Warren","Indian Brook","","1006-0002","C-101-P367-59",4150408,"AA-S",""
"43.5986,-73.6550",43.5986,-73.655,NA,NA,"Indian Brook",NA,NA,NA,NA,NA,NA
"43.6035,-75.6155",43.6035,-75.6155,"","Lewis","East Branch Fish Creek","","0703-0067","Ont 66-11-P26-24-14",4140202,"C(T)",""
"43.6036,-74.7859",43.6036,-74.7859,NA,NA,"Indian River",NA,NA,NA,NA,NA,NA
"43.6257,-73.6068",43.6257,-73.6068,NA,NA,"Northwest Bay Brook",NA,NA,NA,NA,NA,NA
"43.626,-73.607",43.626,-73.607,"","","Northwest Bay Brook","","","",NA,"",""
"43.6262,-73.6071",43.6262,-73.6071,NA,NA,"Northwest Bay Brook",NA,NA,NA,NA,NA,NA
"43.6466,-75.8929",43.6466,-75.8929,"","Oswego","Cottrell Creek","","0303-0075","Ont 53-16",4140102,"C(T)",""
"43.6486,-76.1308",43.6486,-76.1308,NA,NA,"Blind Creek",NA,NA,NA,NA,NA,NA
"43.6491,-75.9983",43.6491,-75.9983,NA,NA,"Little Sandy Creek",NA,NA,NA,NA,NA,NA
"43.6535,-76.0311",43.6535,-76.0311,"","","Little Sandy Creek","","","",NA,"",""
"43.6647,-73.6037",43.6647,-73.6037,"","","Round Pond Brook","","","",NA,"",""
"43.6788,-73.6278",43.6788,-73.6278,NA,NA,"Round Pond Brook",NA,NA,NA,NA,NA,NA
"43.6798,-76.1231",43.6798,-76.1231,NA,NA,"Lindsey Creek",NA,NA,NA,NA,NA,NA
"43.6802,-76.1225",43.6802,-76.1225,NA,NA,"Lindsey Creek ",NA,NA,NA,NA,NA,NA
"43.6831,-76.1071",43.6831,-76.1071,NA,NA,"Lindsey.Creek",NA,NA,NA,NA,NA,NA
"43.6833,-73.5183",43.6833,-73.5183,"","","Terzian wood Lot","","","",NA,"",""
"43.6952,-73.5057",43.6952,-73.5057,"","Warren","Tribs to L.George, Town of Hague","","1006-0024","C-101-P367-74 thru 89 (selected)",4150408,"AA-S",""
"43.6963,-76.0303",43.6963,-76.0303,"","Jefferson","Skinner Creek, Middle, and tribs","","0303-0061","Ont  47",4140102,"C(TS)",""
"43.6974,-76.0633",43.6974,-76.0633,"","Jefferson","Skinner Creek, Middle, and tribs","","0303-0061","Ont  47",4140102,"C(TS)",""
"43.7134,-74.7833",43.7134,-74.7833,"","Hamilton","Tribs to Limekiln Lake","","0801-0391","Ont 19- 81-44-P826-1,2",4150101,"C(T)",""
"43.7217,-73.8148",43.7217,-73.8148,"","Warren","Trout Brook","","1104-0210","H-391-P374- 1",2020001,"C(T)",""
"43.7253,-73.4973",43.7253,-73.4973,"","Warren","La Chute","","1006-0024","C-101-P367-74 thru 89 (selected)",4150408,"AA-S",""
"43.7261,-73.4997",43.7261,-73.4997,NA,NA,"Jabe Pond Brook",NA,NA,NA,NA,NA,NA
"43.7297,-73.5011",43.7297,-73.5011,NA,NA,"Jenkin's Brook",NA,NA,NA,NA,NA,NA
"43.7306,-74.8845",43.7306,-74.8845,"","","Third Lake Creek","","","",NA,"",""
"43.7307,-74.8844",43.7307,-74.8844,"","Herkimer","Third Lake Creek","","0801-0098","Ont 19- 81-18-P782a thru P782d-",4150101,"C(T)",""
"43.7325,-76.1325",43.7325,-76.1325,"","Jefferson","Bear Creek","","0303-0055","Ont 45- 4",4140102,"C(TS)",""
"43.7358,-76.1443",43.7358,-76.1443,"","Jefferson","Kibling Brook","","0303-0021","Ont  45",4140102,"C",""
"43.7494,-73.5047",43.7494,-73.5047,"","Warren","Hague Brook","","1006-0006","C-101-P367-86",4150408,"AA-S",""
"43.7495,-73.5047",43.7495,-73.5047,"","","Hague Brook","","","",NA,"",""
"43.7496,-75.9508",43.7496,-75.9508,"","Jefferson","Fox Creek","","0303-0057","Ont  45- 9- 2",4140102,"C(T)",""
"43.7514,-74.9088",43.7514,-74.9088,"","","West Pond Inlet","","","",NA,"",""
"43.7522,-74.883",43.7522,-74.883,"","","Cary Lake Outlet","","","",NA,"",""
"43.7625,-73.4562",43.7625,-73.4562,"","Washington","Sucker Brook","","1006-0020","C-101-P367- 1 thru 26",4150408,"AA-S",""
"43.7705,-74.6365",43.7705,-74.6365,"","Hamilton","South Inlet","","0903-0207","SL- 1-P109..P293- 6",4150305,"C(T)",""
"43.7843,-74.8326",43.7843,-74.8326,NA,NA,"Cascade Lake outlet",NA,NA,NA,NA,NA,NA
"43.7893,-74.8436",43.7893,-74.8436,NA,NA,"Small stream into Moss Lake",NA,NA,NA,NA,NA,NA
"43.8021,-76.2117",43.8021,-76.2117,"","","Sparkill Creek","","","",NA,"",""
"43.8026,-76.2107",43.8026,-76.2107,"","","Little Stony Creek","","","",NA,"",""
"43.805,-76.2042",43.805,-76.2042,"","","Little Stony Creek","","","",NA,"",""
"43.8055,-76.2156",43.8055,-76.2156,"","","Little Stony Creek","","","",NA,"",""
"43.8179,-75.6974",43.8179,-75.6974,"","","Silver Brook","","","",NA,"",""
"43.8181,-75.6975",43.8181,-75.6975,"","","Smith Creek","","","",NA,"",""
"43.8247,-74.8336",43.8247,-74.8336,"","","Constable Creek","","","",NA,"",""
"43.8293,-74.9619",43.8293,-74.9619,"","Herkimer","Twitchell Creek","","0801-0211","Ont  19- 40-P493-32",4150101,"C(T)",""
"43.8457,-76.182",43.8457,-76.182,"","","Little Stony Creek","","","",NA,"",""
"43.8508,-74.9978",43.8508,-74.9978,"","Herkimer","Twitchell Creek","","0801-0211","Ont  19- 40-P493-32",4150101,"C(T)",""
"43.8534,-73.7158",43.8534,-73.7158,"WALDK0.6","Essex","Alder Creek and tribs","","1104-0226","H-391..37",2020001,"C(T)",""
"43.8633,-75.0152",43.8633,-75.0152,"","","Unnamed Tributary to Stillwater Reservoir","","","",NA,"",""
"43.8633,-75.0155",43.8633,-75.0155,"","","unnamed","","","",NA,"",""
"43.8694,-74.9869",43.8694,-74.9869,"","","unnamed","","","",NA,"",""
"43.8732,-74.9847",43.8732,-74.9847,"","","unnamed","","","",NA,"",""
"43.8739,-75.0468",43.8739,-75.0468,"","","unnamed","","","",NA,"",""
"43.9038,-74.5289",43.9038,-74.5289,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA
"43.9308,-75.8594",43.9308,-75.8594,"","","Jacob's Creek","","","",NA,"",""
"44.0140,-74.7625",44.014,-74.7625,NA,NA,"Harrington Pond Outlet/Lake Lila Tributary",NA,NA,NA,NA,NA,NA
"44.0840,-73.5236",44.084,-73.5236,NA,NA,"unnamed",NA,NA,NA,NA,NA,NA
"44.2699,-75.9992",44.2699,-75.9992,"","Jefferson","Mullet Creek","","0901-0026","SL-43",4150301,"C",""
"44.2715,-74.1640",44.2715,-74.164,NA,NA,"Cold Brook",NA,NA,NA,NA,NA,NA
"44.2745,-73.9364",44.2745,-73.9364,NA,NA,"Roaring Brook",NA,NA,NA,NA,NA,NA
"44.3304,-75.8801",44.3304,-75.8801,"","Jefferson","Cranberry Creek","","0901-0023","SL-34 thru 40 (sel.)",4150301,"D",""
"44.3365,-75.6867",44.3365,-75.6867,"","","Grass Creek","","","",NA,"",""
"44.3471,-74.2790",44.3471,-74.279,NA,NA,"Lake Clear Outlet (Mill Brook)",NA,NA,NA,NA,NA,NA
"44.362,-75.6946",44.362,-75.6946,"","","Grass Creek","","","",NA,"",""
"44.4406,-74.2328",44.4406,-74.2328,NA,NA,"St. Regis River",NA,NA,NA,NA,NA,NA
"44.4889,-74.8625",44.4889,-74.8625,"","","Cold Creek","","","",NA,"",""
"44.4919,-73.8144",44.4919,-73.8144,"","","Taylor Pond Outlet","","","",NA,"",""
"44.5996,-75.1759",44.5996,-75.1759,NA,NA,"Grasse River",NA,NA,NA,NA,NA,NA
"44.6894,-73.6680",44.6894,-73.668,NA,NA,"Canfield Brook",NA,NA,NA,NA,NA,NA
"44.8142,-75.1023",44.8142,-75.1023,"","","Grasse River","","","",NA,"",""
"44.8830,-73.7575",44.883,-73.7575,NA,NA,"Graves Brook",NA,NA,NA,NA,NA,NA
"45.0026,-73.3755",45.0026,-73.3755,NA,NA,"Rouses Pt. NY Trib Mill Brook",NA,NA,NA,NA,NA,NA
"45.1627,-75.5035",45.1627,-75.5035,"","","Little Ausable River","","","",NA,"",""
"40.6615,-73.6035",40.6615,-73.6035,NA,NA,"Milburn Creek",NA,NA,NA,NA,NA,NA
"41.1749,-74.0005",41.1749,-74.0005,NA,NA,"Crum creek",NA,NA,NA,NA,NA,NA
"41.1960,-74.0390",41.196,-74.039,NA,NA,"South Branch Minicrengo Creek",NA,NA,NA,NA,NA,NA
"41.0190,-73.9470",41.019,-73.947,NA,NA,"Sparkill Creek",NA,NA,NA,NA,NA,NA
"41.0589,-73.9920",41.0589,-73.992,NA,NA,"Nawashawn Brook",NA,NA,NA,NA,NA,NA
"42.5837,-73.4904",42.5837,-73.4904,NA,NA,"unnamed",NA,NA,NA,NA,NA,NA
"41.5672,-73.6139",41.5672,-73.6139,NA,NA,"Swam River",NA,NA,NA,NA,NA,NA
"41.0872,-74.0803",41.0872,-74.0803,NA,NA,"Saddle River",NA,NA,NA,NA,NA,NA
"42.6468,-78.5478",42.6468,-78.5478,NA,NA,"East branch cazenovia creek",NA,NA,NA,NA,NA,NA
"41.8535,-73.8764",41.8535,-73.8764,NA,NA,"Fallsburg Creek",NA,NA,NA,NA,NA,NA
"41.1351,-74.1636",41.1351,-74.1636,NA,NA,"Ramapo River",NA,NA,NA,NA,NA,NA
"41.1456,-73.9944",41.1456,-73.9944,NA,NA,"Dearest Kill",NA,NA,NA,NA,NA,NA
"41.1460,-71.1144",41.146,-71.1144,NA,NA,"Mahwah River",NA,NA,NA,NA,NA,NA
"41.1548,-74.1961",41.1548,-74.1961,NA,NA,"Nakoma Brook",NA,NA,NA,NA,NA,NA
"42.5366,-73.8394",42.5366,-73.8394,NA,NA,"Onesquethaw Creek",NA,NA,NA,NA,NA,NA
"42.5480,-73.7692",42.548,-73.7692,NA,NA,"Vlomankill",NA,NA,NA,NA,NA,NA
"41.2030,-73.9710",41.203,-73.971,NA,NA,"Minisceongo Creek",NA,NA,NA,NA,NA,NA
"41.2267,-73.9845",41.2267,-73.9845,NA,NA,"Cedar Pond Brook",NA,NA,NA,NA,NA,NA
"42.9655,-73.4728",42.9655,-73.4728,NA,NA,"Wampecack Creek",NA,NA,NA,NA,NA,NA
"42.6042,-76.1859",42.6042,-76.1859,NA,NA,"Otter Creek",NA,NA,NA,NA,NA,NA
"41.6475,-73.5934",41.6475,-73.5934,NA,NA,"Burton Brook",NA,NA,NA,NA,NA,NA
"43.3011,-76.5992",43.3011,-76.5992,NA,NA,"Sterling Valley Creek",NA,NA,NA,NA,NA,NA
"42.6493,-73.8470",42.6493,-73.847,NA,NA,"Krumkill",NA,NA,NA,NA,NA,NA
"41.8820,-73.9270",41.882,-73.927,NA,NA,"Landsmankill",NA,NA,NA,NA,NA,NA
"42.8465,-73.4658",42.8465,-73.4658,NA,NA,"Sunkauissia Creek",NA,NA,NA,NA,NA,NA
"42.2153,-76.0397",42.2153,-76.0397,NA,NA,"Nanticoke creek",NA,NA,NA,NA,NA,NA
"42.9237,-78.3462",42.9237,-78.3462,NA,NA,"Murder Creek",NA,NA,NA,NA,NA,NA
"42.9457,-78.3431",42.9457,-78.3431,NA,NA,"Murder Creek",NA,NA,NA,NA,NA,NA
"42.9604,-78.3512",42.9604,-78.3512,NA,NA,"Murder Creek",NA,NA,NA,NA,NA,NA
"42.5586,-73.5153",42.5586,-73.5153,NA,NA,"Alder Brook",NA,NA,NA,NA,NA,NA
"42.5835,-73.4870",42.5835,-73.487,NA,NA,"Tackawasick Creek",NA,NA,NA,NA,NA,NA
"43.3671,-73.6913",43.3671,-73.6913,NA,NA,"Glen Lake site #6",NA,NA,NA,NA,NA,NA
"42.9656,-73.8222",42.9656,-73.8222,NA,NA,"Ballston Creek",NA,NA,NA,NA,NA,NA
"42.6175,-74.1300",42.6175,-74.13,NA,NA,"Fox river ",NA,NA,NA,NA,NA,NA
"43.3865,-73.7036",43.3865,-73.7036,NA,NA,"Glen Lake 11",NA,NA,NA,NA,NA,NA
"43.3120,-73.7337",43.312,-73.7337,NA,NA,"Glen Lake site #8",NA,NA,NA,NA,NA,NA
"42.6920,-73.7783",42.692,-73.7783,NA,NA,"Sand Creek",NA,NA,NA,NA,NA,NA
"43.3502,-73.6930",43.3502,-73.693,NA,NA,"Glen Lake site #7",NA,NA,NA,NA,NA,NA
"42.8739,-78.3542",42.8739,-78.3542,NA,NA,"Murder Creek",NA,NA,NA,NA,NA,NA
"43.3555,-73.7072",43.3555,-73.7072,NA,NA,"Glen Lake site #4",NA,NA,NA,NA,NA,NA
"43.3580,-73.6840",43.358,-73.684,NA,NA,"Glen Lake site #3",NA,NA,NA,NA,NA,NA
"43.3627,-73.7138",43.3627,-73.7138,NA,NA,"Glen Lake 12",NA,NA,NA,NA,NA,NA
"42.9618,-78.3533",42.9618,-78.3533,NA,NA,"Murder Creek",NA,NA,NA,NA,NA,NA
"42.9648,-78.4060",42.9648,-78.406,NA,NA,"Murder Creek",NA,NA,NA,NA,NA,NA
"43.5060,-76.2330",43.506,-76.233,NA,NA,"Sage Creek",NA,NA,NA,NA,NA,NA
"43.3721,-73.6771",43.3721,-73.6771,NA,NA,"Glen Lake site #9",NA,NA,NA,NA,NA,NA
"42.9939,-78.4351",42.9939,-78.4351,NA,NA,"Murder Creek",NA,NA,NA,NA,NA,NA
"43.5387,-73.6732",43.5387,-73.6732,NA,NA,"Huddle Brook",NA,NA,NA,NA,NA,NA
"43.3869,-73.7016",43.3869,-73.7016,NA,NA,"Glen Lake site #10",NA,NA,NA,NA,NA,NA
"43.3439,-73.7163",43.3439,-73.7163,NA,NA,"Glen Lake site #5",NA,NA,NA,NA,NA,NA
"43.4020,-73.7353",43.402,-73.7353,NA,NA,"West Brook",NA,NA,NA,NA,NA,NA
"43.3535,-76.5521",43.3535,-76.5521,NA,NA,"Eight mile creek",NA,NA,NA,NA,NA,NA
"43.6259,-73.6072",43.6259,-73.6072,NA,NA,"Northwest Bay Brook",NA,NA,NA,NA,NA,NA
"43.4192,-73.7095",43.4192,-73.7095,NA,NA,"West Brook",NA,NA,NA,NA,NA,NA
"43.4366,-73.7254",43.4366,-73.7254,NA,NA,"Big Hollow Brook",NA,NA,NA,NA,NA,NA
"43.3644,-73.6863",43.3644,-73.6863,NA,NA,"Glen Lake 13",NA,NA,NA,NA,NA,NA
"43.3654,-73.6866",43.3654,-73.6866,NA,NA,"Glen Lake site #1",NA,NA,NA,NA,NA,NA
"43.6974,-73.5082",43.6974,-73.5082,NA,NA,"Jabe's Pond Stream - unnamed",NA,NA,NA,NA,NA,NA
"43.5093,-73.6243",43.5093,-73.6243,NA,NA,"Butternut Brook",NA,NA,NA,NA,NA,NA
"43.3778,-73.6521",43.3778,-73.6521,NA,NA,"Glen Lake site #2",NA,NA,NA,NA,NA,NA
"43.4093,-73.7006",43.4093,-73.7006,NA,NA,"East Brook",NA,NA,NA,NA,NA,NA
"43.5520,-73.5968",43.552,-73.5968,NA,NA,"Shelving Rock Brook",NA,NA,NA,NA,NA,NA
"43.3994,-73.7286",43.3994,-73.7286,NA,NA,"Gage Brook",NA,NA,NA,NA,NA,NA
"43.5709,-73.6716",43.5709,-73.6716,NA,NA,"Finkle Brook",NA,NA,NA,NA,NA,NA
"43.4808,-73.6896",43.4808,-73.6896,NA,NA,"Smith Brook",NA,NA,NA,NA,NA,NA
"43.4898,-73.6822",43.4898,-73.6822,NA,NA,"Edmnunds Brook",NA,NA,NA,NA,NA,NA
"43.6334,-73.5086",43.6334,-73.5086,NA,NA,"Foster Creek",NA,NA,NA,NA,NA,NA
"43.6364,-73.5073",43.6364,-73.5073,NA,NA,"Foster Creek below",NA,NA,NA,NA,NA,NA
"43.5182,-73.6743",43.5182,-73.6743,NA,NA,"Cotton Brook",NA,NA,NA,NA,NA,NA
"43.5989,-73.6551",43.5989,-73.6551,NA,NA,"Indian Brook",NA,NA,NA,NA,NA,NA
"44.7908,-73.4283",44.7908,-73.4283,NA,NA,"Riley Brook",NA,NA,NA,NA,NA,NA
"43.7379,-73.5026",43.7379,-73.5026,NA,NA,"Unknown (Hague)",NA,NA,NA,NA,NA,NA
"43.6531,-73.9236",43.6531,-73.9236,NA,NA,"Vly Creek",NA,NA,NA,NA,NA,NA
"43.6970,-73.5071",43.697,-73.5071,NA,NA,"Jabe's Pond Stream - unnamed",NA,NA,NA,NA,NA,NA
"43.5521,-73.5967",43.5521,-73.5967,NA,NA,"Shelving Rock Brook",NA,NA,NA,NA,NA,NA
"43.7492,-73.5050",43.7492,-73.505,NA,NA,"Hague Brook",NA,NA,NA,NA,NA,NA
